Score,Total # of Trades,Current Trades,Unrated Trades,Curr Neg Trades,Hist Neg Trades,No. of Accts Paid,Curr Past Due,Amount Past due,30 Days,60 Days,90+ days,Inquiries,Inq. Last 6 Months,Public Records,Collections,Oldest Trade,Accounts Balance,Monthly Payment,Credit Limit,High Credit,Total Real Est. Bal,Total Rev. Bal,Tot. Installment Bal,Available %
597,14,7,0,1,0,0,6," $12,738.00 ",9,6,15,8,0,0,2,01/02/2014," $45,473.00 ", $-   , $-   ," $61,580.00 ", $-   , $-   ," $30,136.00 ",0%
577,5,2,0,0,0,1,2," $1,113.00 ",1,1,3,4,1,0,1,01/01/2004," $78,003.00 ", $-   , $-   ," $49,372.00 ", $-   , $792.00 ,"$76,890",0%
593,16,9,0,0,0,1,4," $1,560.00 ",1,1,12,0,0,1,4,01/09/2010," $43,450.00 ", $40.00 , $300.00 ," $65,138.00 ", $-   , $381.00 ," $41,509.00 ",0%
498,13,1,0,0,0,0,8," $6,641.00 ",4,4,15,15,0,0,6,01/05/2011,"$17,281", $-   , $-   ," $15,411.00 ", $-   , $511.00 ," $10,381.00 ",0%
527,34,2,0,0,0,10,21," $32,110.00 ",10,6,5,30,5,0,13,01/03/2011," $58,093.00 ", $487.00 , $500.00 ," $129,890.00 ", $-   ," $1,404.00 "," $16,311.00 ",9%
578,43,6,0,0,0,12,1, $686.00 ,9,9,26,13,5,1,0,01/05/2010," $25,103.00 ", $496.00 ," $1,650.00 "," $102,623.00 ", $-   ," $1,904.00 "," $23,199.00 ",26%
493,6,0,0,0,0,1,5," $12,080.00 ",1,1,1,1,0,0,2,01/05/2015," $12,080.00 ", $-   , $-   ," $10,972.00 ", $-   , $-   , $-   ,0%
614,26,14,0,1,0,3,4," $2,818.00 ",14,5,4,2,0,0,3,01/03/2001," $115,524.00 ", $25.00 , $300.00 ," $151,395.00 ", $-   , $290.00 ," $112,303.00 ",3%
707,25,19,0,0,0,5,0, $-   ,1,0,0,1,0,0,0,01/02/1994," $137,995.00 "," $1,381.00 "," $47,250.00 "," $305,901.00 ", $-   ," $56,551.00 "," $81,444.00 ",19%
696,30,26,0,0,0,4,0, $-   ,0,0,0,11,2,0,0,01/12/1999," $61,444.00 "," $1,940.00 "," $53,480.00 "," $152,636.00 ", $-   ," $27,417.00 "," $34,027.00 ",49%
561,10,0,0,2,0,1,3," $1,552.00 ",19,0,24,3,0,0,4,01/05/2010," $13,586.00 ", $501.00 , $-   ," $43,859.00 ", $-   , $-   ," $12,034.00 ",0%
517,17,6,0,0,0,6,2, $119.00 ,7,4,3,11,2,0,0,01/03/2019," $7,142.00 ", $157.00 , $600.00 ," $9,374.00 ", $-   , $662.00 ," $6,480.00 ",0%
564,37,8,0,0,0,13,12," $15,408.00 ",36,20,34,36,5,0,3,01/03/2011," $59,251.00 "," $1,092.00 ", $425.00 ," $106,048.00 ", $-   ," $10,355.00 "," $28,615.00 ",3%
512,17,2,0,1,0,2,8," $19,037.00 ",3,2,49,11,0,0,2,01/03/2009," $33,875.00 ", $454.00 ," $1,001.00 "," $63,826.00 ", $-   ," $2,003.00 "," $13,610.00 ",0%
483,7,0,0,0,0,1,5," $2,689.00 ",3,3,4,1,0,0,2,01/08/2016," $2,689.00 ", $-   , $-   ," $1,124.00 ", $-   ," $1,686.00 ", $-   ,0%
568,3,3,0,0,0,0,0, $-   ,0,0,0,13,4,0,0,01/06/2019," $10,234.00 ", $288.00 , $700.00 ," $10,652.00 ", $-   , $778.00 ," $9,456.00 ",0%
529,28,5,0,1,0,2,5," $4,615.00 ",46,4,159,29,9,0,0,01/12/1999," $74,732.00 ", $140.00 ," $1,456.00 "," $139,425.00 ", $-   , $705.00 ," $69,472.00 ",60%
570,44,15,0,1,0,4,11," $7,720.00 ",31,13,35,5,2,1,7,01/03/2011," $66,440.00 ", $514.00 , $-   ," $133,027.00 ", $-   , $-   ," $58,720.00 ",0%
489,17,0,0,0,1,8,8," $35,127.00 ",6,3,6,11,11,0,2,01/07/2000," $38,967.00 "," $1,238.00 ", $-   ," $215,507.00 ", $-   ," $22,032.00 "," $4,639.00 ",0%
540,48,2,0,1,0,2,19," $22,771.00 ",22,17,41,20,6,0,13,01/08/2001," $244,754.00 ", $383.00 , $-   ," $431,035.00 ", $-   ," $2,660.00 "," $221,758.00 ",0%
546,25,11,0,3,0,11,0, $-   ,1,0,20,2,0,0,0,01/07/2010," $56,208.00 "," $1,034.00 "," $36,320.00 "," $56,321.00 ", $-   ," $41,417.00 "," $14,791.00 ",4%
569,7,0,0,5,0,0,2," $7,196.00 ",1,1,67,6,4,0,1,01/05/2011," $30,297.00 ", $-   , $-   ," $25,069.00 ", $-   , $-   ," $23,101.00 ",0%
564,5,1,0,1,0,0,0, $-   ,8,6,3,10,1,0,0,01/09/2015," $27,885.00 ", $371.00 , $-   ," $37,663.00 ", $-   , $-   ," $27,885.00 ",0%
554,8,1,0,0,0,2,3," $7,241.00 ",5,5,9,19,7,0,1,01/02/2014," $10,750.00 ", $300.00 , $-   ," $22,096.00 ", $-   , $-   ," $3,661.00 ",0%
598,21,7,0,1,0,5,3," $3,315.00 ",8,4,13,14,1,0,3,01/08/1997," $15,989.00 ", $64.00 ," $2,600.00 "," $26,734.00 ", $-   ," $1,169.00 "," $12,024.00 ",75%
554,16,1,0,5,0,2,6," $15,765.00 ",8,4,57,5,1,0,3,01/09/2011," $29,402.00 ", $374.00 , $-   ," $29,579.00 ", $-   , $-   ," $13,637.00 ",0%
543,29,5,0,3,0,7,7," $11,029.00 ",11,5,48,7,1,0,1,01/09/2009," $42,421.00 ", $406.00 ," $1,850.00 "," $108,230.00 ", $-   ," $2,308.00 "," $29,549.00 ",0%
"Not Scored
",5,0,0,0,0,0,2, $806.00 ,0,0,0,2,0,0,5,01/01/2015," $2,106.00 ", $-   , $-   ," $2,106.00 ", $-   , $-   , $-   ,0%
530,18,3,0,0,1,3,7," $5,855.00 ",5,1,0,43,2,0,5,01/12/1999," $27,356.00 ", $990.00 , $-   ," $93,955.00 ", $-   , $-   ," $20,514.00 ",100%
549,22,2,0,1,0,7,7," $15,604.00 ",29,11,34,3,0,0,1,01/03/2000," $20,858.00 ", $355.00 , $800.00 ," $63,824.00 ", $-   ," $14,535.00 "," $4,752.00 ",37%
614,45,25,0,1,0,5,4, $835.00 ,12,11,24,13,2,1,2,01/10/2003," $47,622.00 ", $453.00 ," $4,400.00 "," $90,762.00 ", $-   ," $1,235.00 "," $45,510.00 ",77%
549,5,0,0,1,0,2,2," $1,490.00 ",1,0,0,16,11,0,2,01/09/2010," $1,539.00 ", $49.00 , $-   ," $11,389.00 ", $-   , $-   , $49.00 ,0%
463,17,1,0,1,2,2,10," $11,588.00 ",10,20,5,8,2,0,4,01/09/2007," $34,809.00 "," $1,207.00 ", $700.00 ," $77,653.00 ", $-   ," $1,566.00 "," $22,963.00 ",0%
532,3,0,0,0,0,1,1, $236.00 ,3,3,5,30,1,0,0,01/05/2019," $12,933.00 ", $257.00 , $-   ," $13,618.00 ", $-   , $236.00 ," $12,697.00 ",0%
596,25,11,0,7,0,1,4," $12,498.00 ",26,21,11,30,23,0,2,01/04/2010," $138,901.00 "," $1,034.00 ", $700.00 ," $162,218.00 ", $-   , $523.00 ," $125,417.00 ",25%
"Not Scored
",2,1,0,0,0,1,0, $-   ,0,0,0,18,16,0,0,01/05/2020, $212.00 , $30.00 , $300.00 ," $4,985.00 ", $-   , $212.00 ,0,29%
505,32,2,0,2,0,6,17," $40,148.00 ",26,17,27,20,3,0,12,01/09/2013," $61,684.00 ", $516.00 ," $1,050.00 "," $112,630.00 ", $-   ," $1,516.00 "," $20,102.00 ",0%
653,12,7,0,2,0,1,1," $1,586.00 ",4,0,0,5,1,0,1,01/03/2012," $81,948.00 ", $443.00 ," $8,770.00 "," $154,851.00 "," $59,062.00 "," $2,098.00 "," $78,264.00 ",76%
535,21,7,0,2,0,6,3," $10,148.00 ",9,5,13,13,3,0,0,01/09/2008," $169,483.00 ", $534.00 ," $19,150.00 "," $167,025.00 ", $-   ," $31,376.00 "," $138,107.00 ",83%
562,10,1,0,1,0,0,7," $14,100.00 ",9,7,5,2,1,0,4,01/07/2016," $32,251.00 ", $636.00 , $-   ," $53,340.00 ", $-   , $-   ," $18,151.00 ",0%
537,17,4,0,1,0,1,8," $6,530.00 ",21,13,3,20,3,0,4,01/07/2012," $38,403.00 ", $445.00 , $200.00 ," $69,051.00 ", $-   , $664.00 ," $32,526.00 ",2%
673,14,13,0,0,0,1,0, $-   ,0,0,0,8,0,0,0,01/01/2018," $10,444.00 ", $444.00 ," $9,925.00 "," $15,582.00 ", $-   ," $6,526.00 "," $3,918.00 ",34%
585,17,3,0,2,0,1,8," $10,918.00 ",15,5,22,8,2,0,4,01/10/2009," $32,525.00 ", $-   , $300.00 ," $49,558.00 ", $-   , $75.00 ," $14,340.00 ",75%
520,9,3,0,0,1,1,3, $506.00 ,4,3,3,31,9,0,1,01/08/2014," $16,727.00 ", $85.00 ," $10,050.00 "," $24,965.00 ", $-   ," $1,265.00 "," $15,026.00 ",87%
584,22,8,0,1,0,1,5," $5,336.00 ",9,8,21,22,3,0,5,01/03/2015," $36,846.00 ", $582.00 , $800.00 ," $39,318.00 ", $-   ," $1,955.00 "," $30,731.00 ",3%
615,40,31,0,3,1,3,1, $52.00 ,9,2,0,7,2,0,1,01/03/2014," $7,847.00 ", $585.00 ," $43,690.00 "," $22,305.00 ", $-   ," $7,847.00 ", $-   ,82%
567,8,3,0,0,0,4,1," $1,265.00 ",1,1,0,6,0,0,0,01/12/2017," $37,049.00 ", $989.00 , $-   ," $56,102.00 ", $-   , $-   ," $35,738.00 ",0%
634,4,1,0,0,0,1,0, $-   ,0,0,0,0,0,0,2,01/04/2017," $6,156.00 ", $123.00 ," $24,800.00 "," $15,252.00 ", $-   ," $6,156.00 ", $-   ,75%
583,9,0,0,0,0,4,0, $-   ,3,1,11,6,0,1,0,01/09/2005, $-   , $-   , $-   ," $482,969.00 ", $-   , $-   , $-   ,0%
564,24,4,0,2,1,7,9," $8,827.00 ",15,7,15,11,4,1,4,01/05/2002," $22,874.00 ", $586.00 ," $1,200.00 "," $47,066.00 ", $-   ," $4,554.00 "," $13,036.00 ",0%
509,7,0,0,1,0,1,5," $7,460.00 ",3,3,22,0,0,0,2,01/10/2014," $10,494.00 ", $-   , $-   ," $8,864.00 ", $-   ," $3,623.00 "," $3,034.00 ",0%
562,15,5,0,1,0,2,6," $3,433.00 ",2,1,8,8,2,0,2,01/09/2011," $65,587.00 ", $609.00 ," $6,000.00 "," $75,648.00 ", $-   ," $5,483.00 "," $56,671.00 ",9%
592,3,3,0,0,0,0,0, $-   ,0,0,0,33,8,0,0,01/09/2019," $16,851.00 ", $480.00 , $800.00 ," $17,849.00 ", $-   , $900.00 ," $15,951.00 ",0%
"Not Scored
",8,0,0,0,0,1,6," $6,188.00 ",1,1,4,2,1,0,3,01/04/2014," $6,274.00 ", $-   , $-   ," $6,397.00 ", $-   , $191.00 , $-   ,0%
507,40,2,0,0,0,3,28," $23,962.00 ",19,20,46,9,3,0,15,01/09/2015," $30,317.00 ", $308.00 ," $1,572.00 "," $30,301.00 ", $-   ," $10,987.00 "," $5,379.00 ",38%
686,10,10,0,0,0,0,0, $-   ,0,0,0,8,0,0,0,01/08/2018," $36,077.00 ", $411.00 ," $4,500.00 "," $38,559.00 ", $-   ," $2,007.00 "," $34,070.00 ",55%
497,49,22,0,0,2,10,10," $1,788.00 ",7,4,6,38,1,0,4,01/06/2009," $76,804.00 "," $3,295.00 "," $12,050.00 "," $197,200.00 ", $-   ," $12,758.00 "," $61,995.00 ",1%
509,6,0,0,0,0,3,2, $949.00 ,2,2,4,9,2,0,1,01/04/2011, $949.00 , $-   , $-   ," $6,560.00 ", $-   , $-   , $-   ,0%
550,17,3,0,0,0,7,6," $13,624.00 ",6,6,23,12,3,0,0,01/09/2013," $70,300.00 "," $1,204.00 ", $300.00 ," $104,660.00 ", $-   ," $13,304.00 "," $56,408.00 ",11%
544,53,3,0,0,0,27,16," $144,399.00 ",12,10,35,5,1,0,3,01/04/1986," $215,635.00 "," $1,463.00 ", $300.00 ," $1,683,487.00 ", $-   ," $110,482.00 "," $56,995.00 ",80%
584,2,0,0,0,0,1,1, $854.00 ,0,0,0,0,0,0,1,01/04/2015, $854.00 , $-   , $-   ," $3,290.00 ", $-   , $-   , $-   ,0%
534,12,3,0,0,0,0,7," $3,511.00 ",6,4,10,8,4,0,3,01/11/2012," $17,664.00 ", $52.00 ," $3,150.00 "," $14,633.00 ", $-   ," $4,093.00 "," $11,496.00 ",16%
450,8,0,0,0,0,1,7," $10,823.00 ",6,5,12,4,3,0,3,01/03/2015," : $10,823 ", $-   , $-   ," $8,090.00 ", $-   ," $3,362.00 ", $-   ,0%
640,39,12,0,2,0,19,6," $2,221.00 ",3,1,2,7,2,0,5,01/12/2007," $7,049.00 ", $290.00 ," $42,800.00 "," $113,795.00 ", $-   ," $5,044.00 ", $370.00 ,0%
534,4,0,0,0,0,2,2," $15,089.00 ",2,2,7,2,1,0,0,01/05/2008," $15,089.00 ", $-   , $-   ," $22,067.00 ", $-   ," $15,089.00 ", $-   ,0%
569,54,5,0,6,0,15,4,$874,28,8,19,13,2,0,3,01/08/2007," $26,936.00 ", $997.00 ," $3,670.00 "," $604,038.00 ", $-   ," $4,381.00 "," $21,886.00 ",9%
"Not Scored
",,,,,,,,,,,,,,,,,,,,,,,,0%
"Not Scored
",2,0,0,0,0,0,2," $1,691.00 ",0,0,0,7,1,0,2,01/11/2018," $1,691.00 ", $-   , $-   ," $1,691.00 ", $-   , $-   , $-   ,0%
464,3,0,0,0,0,0,3," $2,723.00 ",1,0,0,6,0,0,2,01/09/2019," $2,723.00 ", $-   , $-   ," $2,286.00 ", $-   , $437.00 , $-   ,0%
473,8,2,0,0,0,0,6," $1,403.00 ",4,3,8,19,1,0,1,01/09/2012," $4,646.00 ", $51.00 , $300.00 ," $4,586.00 ", $-   ," $1,102.00 "," $2,856.00 ",0%
535,60,19,0,1,3,6,13," $33,074.00 ",15,9,5,60,4,1,10,01/12/2004," $155,584.00 ", $732.00 ," $2,141.00 "," $243,103.00 ", $-   ," $1,686.00 "," $120,899.00 ",21%
637,2,2,0,0,0,0,0, $-   ,0,0,0,6,0,0,0,01/04/2019," $19,607.00 ", $369.00 ," $1,750.00 "," $20,104.00 ", $-   ," $1,729.00 "," $17,878.00 ",1%
520,11,1,0,1,0,1,6," $4,200.00 ",6,4,14,10,1,0,4,01/10/2015," $4,836.00 ", $50.00 , $800.00 ," $4,970.00 ", $-   ," $2,178.00 ", $-   ,21%
516,13,8,0,1,1,2,2, $640.00 ,5,1,0,3,1,0,0,01/11/2016," $10,781.00 ", $621.00 ," $7,800.00 "," $11,761.00 ", $-   ," $9,584.00 "," $1,197.00 ",0%
543,22,2,0,0,0,3,9," $21,639.00 ",26,6,4,17,5,1,4,01/08/2009," $50,918.00 ", $153.00 , $-   ," $99,827.00 ", $-   , $434.00 ," $27,379.00 ",0%
489,11,0,0,0,0,2,8," $8,753.00 ",1,2,6,14,3,0,6,01/04/2008," $8,753.00 ", $-   , $-   ," $42,282.00 ", $-   , $529.00 , $-   ,0%
595,3,3,0,0,0,0,0, $-   ,0,0,0,6,0,0,0,01/09/2019," $1,259.00 ", $66.00 ," $1,250.00 "," $1,302.00 ", $-   ," $1,259.00 ", $-   ,0%
"Not Scored
",32,9,0,0,0,13,3," $15,582.00 ",4,92,53,13,0,1,1,01/12/1999," $63,006.00 "," $1,345.00 "," $42,200.00 "," $418,069.00 ", $-   , $465.00 ," $45,230.00 ",100%
"Not Scored
",1,0,0,0,0,1,0, $-   ,0,0,0,0,0,0,0,01/11/2012, $-   , $-   , $-   ," $3,668.00 ", $-   , $-   , $-   ,0%
535,4,1,0,0,0,0,2, $768.00 ,1,1,4,21,3,0,2,01/01/2019," $8,860.00 ", $353.00 , $-   ," $8,193.00 ", $-   , $874.00 ," $7,218.00 ",0%
612,5,3,0,1,0,0,1, $174.00 ,4,0,0,7,1,0,0,01/03/2019," $19,929.00 ", $444.00 ," $1,000.00 "," $22,508.00 ", $-   , $312.00 ," $19,443.00 ",69%
570,11,0,0,2,0,0,8," $14,494.00 ",2,2,24,13,3,0,5,01/03/2002," $23,758.00 ", $39.00 , $-   ," $21,089.00 ", $-   , $30.00 ," $9,264.00 ",0%
574,10,0,0,5,0,0,4," $4,488.00 ",0,0,56,9,3,0,4,01/02/2007," $14,889.00 ", $-   , $-   ," $20,736.00 ", $-   , $-   ," $10,401.00 ",0%
512,10,1,0,0,0,2,2," $1,328.00 ",4,6,4,45,5,1,1,01/10/2012," $15,005.00 ", $475.00 , $600.00 ," $82,688.00 ", $-   , $774.00 ," $14,231.00 ",0%
542,18,2,0,1,1,0,10," $23,741.00 ",30,25,20,5,0,0,4,01/02/2012," $49,694.00 ", $750.00 ," $5,650.00 "," $75,991.00 ", $-   ," $3,268.00 "," $28,709.00 ",86%
536,36,3,0,5,0,4,10," $4,628.00 ",33,17,51,35,12,0,4,01/03/2007," $91,351.00 ", $945.00 ,400," $154,426.00 ", $-   ," $2,941.00 "," $85,907.00 ",29%
539,15,2,0,1,1,2,7," $9,994.00 ",11,5,6,12,1,0,5,01/02/2011," $24,955.00 ", $382.00 , $800.00 ," $43,339.00 ", $-   , $3.00 ," $13,975.00 ",100%
475,19,0,0,0,0,1,13," $26,148.00 ",14,13,19,6,2,0,5,01/10/2011," $43,819.00 ", $279.00 , $500.00 ," $86,303.00 ", $-   ," $7,388.00 "," $5,278.00 ",0%
529,9,1,0,1,1,1,6," $6,319.00 ",14,6,18,1,0,0,1,01/11/2012," $29,508.00 ", $208.00 , $-   ," $34,244.00 ", $-   ," $5,995.00 "," $23,407.00 ",0%
640,18,16,0,1,0,4,4," $2,244.00 ",10,7,6,5,3,0,4,01/03/2015," $17,735.00 "," $1,100.00 "," $26,400.00 "," $70,311.00 ", $-   ," $5,123.00 "," $10,368.00 ",81%
485,6,0,0,0,0,1,5," $3,293.00 ",1,1,3,4,0,0,4,01/10/2014," $3,293.00 ", $-   , $-   ," $2,749.00 ", $-   , $554.00 , $-   ,0%
466,40,5,0,1,0,0,21," $43,839.00 ",19,24,95,16,3,1,7,01/05/2003," $112,699.00 ", $-   , $200.00 ," $439,533.00 ", $-   ," $1,610.00 "," $67,929.00 ",57%
601,27,6,0,5,0,8,4," $23,965.00 ",47,9,27,5,4,0,1,01/12/1999," $307,293.00 "," $4,652.00 ", $600.00 ," $703,074.00 "," $210,977.00 ", $412.00 ," $295,712.00 ",31%
612,7,5,0,0,0,0,0, $-   ,1,1,1,12,10,0,0,01/12/1999," $1,824.00 ", $192.00 ," $1,100.00 "," $20,586.00 ", $-   ," $1,697.00 ", $127.00 ,29%
588,10,5,0,0,0,0,4," $5,186.00 ",2,2,4,47,14,0,2,01/02/2015," $24,680.00 ", $610.00 ," $1,800.00 "," $26,673.00 ", $-   , $804.00 ," $18,741.00 ",58%
540,47,5,0,0,0,20,11," $7,688.00 ",20,11,30,8,4,0,3,01/12/2013," $65,662.00 ", $500.00 , $300.00 ," $76,487.00 "," $37,157.00 "," $5,455.00 "," $54,640.00 ",12%
627,20,10,0,0,0,0,6," $3,215.00 ",8,8,14,12,1,0,4,01/11/2013," $59,266.00 ", $-   , $-   ," $63,234.00 ", $-   , $331.00 ," $55,490.00 ",0%
595,31,12,0,6,0,6,2," $1,080.00 ",15,5,11,27,9,0,3,01/06/2011," $37,696.00 "," $1,521.00 "," $6,750.00 "," $79,776.00 ", $-   ," $7,200.00 "," $28,922.00 ",0%
605,10,5,0,0,0,4,1, $503.00 ,4,0,0,0,0,0,0,01/10/2011," $8,906.00 ", $269.00 ," $7,292.00 "," $9,829.00 ", $-   ," $8,906.00 ", $-   ,0%
621,5,5,0,0,0,0,0, $-   ,0,0,0,7,2,0,0,01/06/2017," $17,691.00 ", $734.00 ," $2,750.00 "," $22,286.00 ", $-   ," $2,072.00 "," $15,619.00 ",25%
567,7,1,0,0,0,2,2," $8,375.00 ",18,6,9,4,3,0,1,01/03/2011," $30,456.00 ", $-   , $-   ," $38,617.00 ", $-   , $-   ," $10,209.00 ",0%
485,15,3,0,1,1,1,7," $12,457.00 ",8,6,5,23,4,0,1,01/04/2011," $44,258.00 ", $949.00 ," $5,150.00 "," $53,193.00 ", $-   ," $4,975.00 "," $27,648.00 ",3%
638,18,9,0,0,0,3,2," $6,615.00 ",3,2,7,9,3,0,2,01/04/2011," $38,425.00 ", $871.00 ," $11,200.00 "," $90,476.00 ", $-   ," $7,957.00 "," $23,853.00 ",29%
478,15,1,0,0,1,6,8," $8,998.00 ",9,8,11,13,3,0,1,01/07/2012," $31,797.00 ", $543.00 ," $5,300.00 "," $42,148.00 ", $-   ," $18,193.00 "," $13,276.00 ",0%
654,10,7,0,0,0,1,2," $1,883.00 ",0,0,0,10,6,0,2,01/11/2015," $2,107.00 ", $28.00 ," $8,027.00 "," $2,897.00 ", $-   , $224.00 , $-   ,97%
"Not Scored
",9,0,0,0,0,0,9," $8,277.00 ",0,0,0,4,0,0,8,01/10/2014," $8,296.00 ", $-   , $-   ," $7,271.00 ", $-   , $79.00 , $-   ,0%
560,20,3,0,2,2,7,6," $13,054.00 ",16,10,51,15,5,0,2,01/12/1999," $28,342.00 ", $611.00 , $200.00 ," $52,754.00 ", $-   , $266.00 ," $15,268.00 ",0%
563,6,3,0,0,0,0,3," $3,125.00 ",8,3,9,12,4,0,1,01/06/2016," $6,537.00 ", $-   , $-   ," $4,181.00 ", $-   ," $2,200.00 "," $3,412.00 ",0%
623,12,9,0,0,0,2,1, $231.00 ,0,0,0,15,13,0,1,01/09/2015," $56,393.00 "," $1,195.00 "," $8,450.00 "," $88,626.00 ", $-   ," $3,476.00 "," $52,686.00 ",59%
481,11,0,0,0,1,4,4," $2,702.00 ",10,7,7,25,4,0,1,01/01/2015," $20,346.00 "," $4,790.00 ", $-   ," $26,381.00 ", $-   ," $1,199.00 "," $13,000.00 ",0%
544,9,0,0,1,0,0,5," $1,695.00 ",2,2,22,3,0,0,2,01/03/2010," $54,246.00 ", $-   , $-   ," $39,739.00 ", $-   , $670.00 ," $52,452.00 ",0%
541,25,6,0,1,0,2,5," $3,198.00 ",23,10,20,11,7,0,2,01/05/2004," $27,785.00 ", $686.00 ," $4,600.00 "," $68,889.00 ", $-   ," $4,948.00 "," $20,236.00 ",8%
527,15,1,0,0,0,0,8," $6,576.00 ",9,7,15,4,0,0,3,01/04/2015," $11,591.00 ", $194.00 , $-   ," $17,729.00 ", $-   ," $2,695.00 "," $5,015.00 ",0%
550,10,5,0,0,0,0,4," $4,953.00 ",6,5,18,15,9,0,1,01/09/2012," $34,962.00 ", $78.00 ," $2,300.00 "," $31,039.00 ", $-   ," $3,006.00 "," $29,667.00 ",92%
526,49,25,0,1,1,10,10," $4,218.00 ",2,1,4,9,1,0,9,01/04/2004," $106,837.00 "," $1,454.00 "," $18,570.00 "," $120,146.00 ", $-   ," $19,188.00 "," $86,453.00 ",0%
555,12,5,0,1,2,4,2, $79.00 ,5,2,0,10,2,0,0,01/08/2017," $14,674.00 ", $769.00 ," $3,750.00 "," $33,662.00 ", $-   ," $3,035.00 "," $11,639.00 ",19%
558,38,23,0,0,1,0,11," $5,381.00 ",12,9,18,16,2,0,6,01/12/2003," $85,762.00 ", $410.00 , $-   ," $62,370.00 ", $-   ," $2,387.00 "," $80,158.00 ",0%
572,10,0,0,3,0,0,6," $2,433.00 ",3,3,18,8,1,0,4,01/11/2012," $26,307.00 ", $-   , $-   ," $20,974.00 ", $-   , $244.00 ," $23,588.00 ",0%
570,3,1,0,0,0,0,2," $2,321.00 ",0,0,0,7,1,0,1,01/10/2017," $2,658.00 ", $25.00 , $500.00 ," $2,814.00 ", $-   , $337.00 , $-   ,33%
549,8,2,0,0,0,0,6," $12,285.00 ",0,0,0,7,2,0,2,01/06/2011," $22,349.00 ", $383.00 , $250.00 ," $23,290.00 ", $-   , $105.00 ," $9,959.00 ",58%
487,10,0,0,1,1,1,6," $2,793.00 ",5,5,10,6,4,0,2,01/06/2016," $20,662.00 ", $362.00 , $-   ," $52,298.00 ", $-   ," $1,415.00 "," $17,721.00 ",0%
598,8,6,0,0,0,0,2," $1,933.00 ",0,0,0,20,9,0,2,01/06/2017," $6,346.00 ", $380.00 ," $1,700.00 "," $7,589.00 ", $-   , $470.00 ," $3,943.00 ",72%
529,45,2,0,8,1,5,17," $59,778.00 ",32,22,169,1,0,0,0,01/10/1999," $280,714.00 "," $1,930.00 "," $3,200.00 "," $473,404.00 "," $137,961.00 "," $4,923.00 "," $223,089.00 ",0%
565,11,2,0,0,0,0,8," $8,630.00 ",9,5,1,11,4,0,7,01/02/2012," $9,196.00 ", $70.00 , $600.00 ," $24,110.00 ", $-   , $566.00 , $-   ,6%
"Not Scored
",11,0,0,0,0,1,4," $2,245.00 ",7,1,103,4,3,0,4,01/09/1996," $2,245.00 ", $-   , $-   ," $42,894.00 ", $-   , $-   , $-   ,0%
"Not Scored
",14,0,0,0,0,1,10," $5,858.00 ",4,27,3,0,0,0,10,01/10/2001," $5,858.00 ", $-   , $-   ," $42,201.00 ", $-   , $-   , $-   ,0%
"Not Scored
",3,0,0,0,0,0,1," $1,049.00 ",1,1,3,12,4,0,2,01/07/2014," $1,049.00 ", $-   , $-   ," $1,049.00 ", $-   , $-   , $-   ,0%
"Not Scored
",6,0,0,0,0,1,4," $4,372.00 ",0,0,0,4,2,0,2,01/10/2005," $4,452.00 ", $-   , $-   ," $4,372.00 ", $-   , $-   , $-   ,0%
537,18,1,0,0,0,3,10," $20,633.00 ",14,4,20,23,3,0,6,01/03/2013," $20,739.00 ", $30.00 , $200.00 ," $43,825.00 ", $-   , $953.00 , $-   ,47%
538,14,1,0,1,0,5,4," $24,611.00 ",21,6,4,17,1,0,2,01/04/2011," $63,693.00 "," $1,014.00 ", $500.00 ," $129,395.00 ", $-   , $500.00 ," $12,273.00 ",0%
548,38,6,0,2,2,0,9," $6,239.00 ",4,3,98,15,7,0,6,01/04/2008," $84,076.00 ", $203.00 , $925.00 ," $63,089.00 ", $-   ," $1,891.00 "," $76,992.00 ",9%
"Not Scored
",4,0,0,0,0,0,4," $2,862.00 ",0,0,0,3,0,0,4,01/02/2015," $2,862.00 ", $-   , $-   ," $2,631.00 ", $-   , $-   , $-   ,0%
"Not Scored
",9,0,0,0,0,0,9," $4,704.00 ",0,0,0,6,2,0,9,01/10/2014," $4,704.00 ", $-   , $-   ," $4,704.00 ", $-   , $-   , $-   ,0%
463,7,1,0,0,0,0,5," $5,773.00 ",7,6,20,9,1,0,0,01/03/2019," $8,131.00 ", $382.00 , $-   ," $6,730.00 ", $-   ," $2,995.00 "," $5,136.00 ",100%
"Not Scored
",1,0,0,0,0,0,1, $440.00 ,0,0,0,1,0,0,1,01/11/2016, $440.00 , $-   , $-   , $440.00 , $-   , $-   , $-   ,0%
580,15,9,0,1,0,0,0, $-   ,7,3,13,47,16,1,0,01/12/1999," $31,532.00 "," $1,001.00 ", $700.00 ," $55,175.00 ", $-   , $810.00 ," $30,722.00 ",0%
595,27,13,0,0,0,13,0, $-   ,0,0,0,10,2,0,0,01/02/2017," $175,293.00 "," $2,660.00 "," $17,800.00 "," $336,736.00 "," $137,109.00 "," $15,550.00 "," $159,743.00 ",13%
525,11,5,0,1,0,1,4," $1,558.00 ",4,3,0,10,1,0,1,01/04/2018," $8,352.00 ", $276.00 ," $7,350.00 "," $12,303.00 ", $-   ," $7,180.00 ", $-   ,8%
470,7,1,0,0,12,0,6," $1,516.00 ",6,4,9,12,2,0,0,01/12/2018," $3,010.00 ", $118.00 ," $1,650.00 "," $3,043.00 ", $-   ," $3,010.00 ", $-   ,1%
